date,link,content
08.04.25,https://www.npr.org/2025/04/07/nx-s1-5355148/china-trump-tariffs-trade-war-retaliation,"China vows retaliation and a 'fight to the end' after Trump's latest tariff threat

toggle caption Andy Wong/AP

BEIJING — China said on Tuesday it will not back down in the face of President Trump's fresh threat to impose an additional 50% tariff on Chinese imports, as the trade war between the world's top two economies intensifies.

Trump said on Truth Social he would impose the new tariffs on China if Beijing did not retract a 34% retaliatory tariff on U.S. goods that it announced in response to Trump's initial salvo last Wednesday.

In a strongly worded statement, China's commerce ministry said the country ""will resolutely take countermeasures to safeguard its rights and interests.""

""The U.S. tariff escalation threat against China compounds its mistake and further exposes its nature of blackmail, which China will never accept,"" the statement said. ""China will fight till the end if the U.S. side is bent on going down the wrong path.""

Sponsor Message

Global equity markets have been pummeled as recession fears have grown following Trump's ""Liberation Day"" announcement of tariffs that affect most countries across the world and most U.S. imports.

On Tuesday, however, Asian stocks took a breather, after heavy losses on Monday. Key indexes in Japan, Hong Kong and South Korea were up. In China, stocks rose too amid reports that state-backed investors known as ""the national team"" were on a buying spree to prop up the market.

If Trump follows through, the U.S. will have hit Chinese imports this year with combined new tariffs of 104%. Trump imposed 20% in tariffs in the first weeks of his presidency and then an additional 34% on Wednesday.

According to the office of the U.S. Trade Representative, the U.S. imported $438.9 billion in goods from China last year, up 2.8% from 2023.

Gabriel Wildau, a managing director at the consultancy Teneo, said he expects Beijing to ""hunker down for a protracted economic war of attrition.""

""This strategy of patient resistance is based on a conviction that seven years of efforts to reduce reliance on the U.S. has rendered China economically resilient to the trade war now underway,"" Wildau wrote in a note. ""China's leaders believe that over the long term, Trump is ill-equipped to withstand the political pressure that his tariff policies will generate.""

Sponsor Message

China stands out in Asia for its willingness to go toe-to-toe with the United States. Leaders from other countries have decried the tariffs but avoided retaliation, opting instead to lean into the possibility of negotiations with Washington.

Taiwan's President Lai Ching-te said on Monday that Taiwan ""has no plans to adopt retaliatory tariffs."" He said Taiwan would seek to purchase more American products and lower nontariff barriers.

Hong Kong, which is part of China but considered a different trade jurisdiction, has not followed Beijing's lead with tariffs on U.S. goods. Major U.S. trading partners India, Japan and South Korea have also refrained from retaliatory measures.

Vietnam, which is being hit by one of the highest tariff rates, 46%, named a deputy prime minister as special envoy and sent him to the U.S. this week for talks. Hanoi has called for a delay in the implementation of tariffs, which are set to kick in on Wednesday, pending negotiations.

The European Commission, the EU's executive body, is among the few major U.S. trade partners openly considering countermeasures. At the same time, it has sought negotiations and offered to eliminate tariffs on industrial goods if the U.S. agrees to roll back its tariffs.

On Tuesday, European Commission President Ursula von der Leyen had a call with Chinese Premier Li Qiang, the country's No. 2 leader.

A statement from the commission said von der Leyen ""called for a negotiated resolution to the current situation, emphasizing the need to avoid further escalation.""

This story has been updated to reflect official translations.

Aowen Cao contributed to this report."
08.04.25,https://www.npr.org/2025/04/08/nx-s1-5355076/democrats-hold-shadow-hearing-on-what-they-call-trumps-attacks-on-the-rule-of-law,"Democrats hold 'shadow hearing' on what they call Trump's attacks on the rule of law

Democrats in Congress on Monday held a ""shadow hearing"" — without Republicans — to put a spotlight on what they say are President Trump's attacks on the rule of law.

LEILA FADEL, HOST:

Democrats in Congress don't have a lot of tools at their disposal. So they gathered yesterday for a, quote, ""shadow hearing."" They met without any Republicans to hear from former Justice Department attorneys who resigned or were fired by the Trump administration. NPR's Kristin Wright reports.

KRISTIN WRIGHT, BYLINE: The hearing was led by two of President Trump's most vocal critics, Representative Jamie Raskin and Senator Adam Schiff. As the minority party, Democrats can't call official hearings or issue subpoenas, but they're trying to put a spotlight on what they say are President Trump's attacks on the rule of law. One witness, former Justice Department pardon attorney Liz Oyer, testified in detail about her abrupt firing last month.

(SOUNDBITE OF ARCHIVED RECORDING)

LIZ OYER: Security officers were waiting for me in my office to serve me with termination papers and escort me out of the building.

WRIGHT: Oyer said she was let go in a three-sentence memo with no explanation hours after refusing to restore gun rights to actor and friend to Trump Mel Gibson, despite a domestic violence conviction. Oyer also said she and other members of the Pardon Office were never consulted or told of Trump's plans to pardon more than 1,500 January 6 defendants.

(SOUNDBITE OF ARCHIVED RECORDING)

OYER: I see only Democratic members here today, but this is not a partisan issue. It should alarm all Americans that the leadership of the Department of Justice appears to value political loyalty above the fair and responsible administration of justice.

WRIGHT: Former prosecutor Ryan Crosswell also testified. Crosswell resigned from the department's Public Integrity Section in February after department leadership pressured federal prosecutors to drop the corruption case against New York Mayor Eric Adams.

(SOUNDBITE OF ARCHIVED RECORDING)

RYAN CROSSWELL: And this action raised an even more chilling question - is the Justice Department, that will drop charges against those who acquiesce to a political demand, a Justice Department that will bring charges against those who don't?

WRIGHT: The Justice Department did not immediately respond to a request for comment, but President Trump has accused the Biden administration of weaponizing the Justice Department against conservatives in recent years. And since Trump's return to office, the department's new leadership has forced out many nonpolitical career attorneys as part of what it says is an effort to end the politicization of the department.

Kristin Wright, NPR News, Washington.

(SOUNDBITE OF MUSIC)

Copyright © 2025 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information.

NPR transcripts are created on a rush deadline by an NPR contractor. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record."
08.04.25,https://www.ft.com/content/9f5189b0-4857-4b7f-a8c4-5b6d77ece5e3,"White House Watch newsletter Sign up for your free, indispensable guide to what Trump’s second term means for Washington, business and the world.

Trump tracker: US tariffs As the president threatens a trade war, follow the latest on tariffs and executive orders

US politics & policy Stay on top of the latest events in US politics with the FT’s trusted and impartial coverage."
08.04.25,https://www.ft.com/content/26d15d7e-dd36-4ca1-b974-da8a57bce290,"White House Watch newsletter Sign up for your free, indispensable guide to what Trump’s second term means for Washington, business and the world.

Trump tracker: US tariffs As the president threatens a trade war, follow the latest on tariffs and executive orders

US politics & policy Stay on top of the latest events in US politics with the FT’s trusted and impartial coverage."
08.04.25,https://www.ft.com/content/7917901a-4b20-476a-9b53-1a61148455c5,"Join FT Edit Only CA$64 a year

Get 2 months free with an annual subscription at was CA$77.88 now CA$64. Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, access content via the FT Edit page on FT.com, receive the FT Edit newsletter or download our award winning FT Edit app on iOS devices."
08.04.25,https://www.ft.com/content/72748bd4-b38b-4adf-b0c2-7811159d81d5,"White House Watch newsletter Sign up for your free, indispensable guide to what Trump’s second term means for Washington, business and the world.

Trump tracker: US tariffs As the president threatens a trade war, follow the latest on tariffs and executive orders

US politics & policy Stay on top of the latest events in US politics with the FT’s trusted and impartial coverage."
08.04.25,https://www.ft.com/content/cae2d6dc-36b6-4e26-9ab9-aab179121573,"White House Watch newsletter Sign up for your free, indispensable guide to what Trump’s second term means for Washington, business and the world.

Trump tracker: US tariffs As the president threatens a trade war, follow the latest on tariffs and executive orders

US politics & policy Stay on top of the latest events in US politics with the FT’s trusted and impartial coverage."
08.04.25,https://www.ft.com/content/84b030fa-576e-467d-8479-48d1370728b9,"White House Watch newsletter Sign up for your free, indispensable guide to what Trump’s second term means for Washington, business and the world.

Trump tracker: US tariffs As the president threatens a trade war, follow the latest on tariffs and executive orders

US politics & policy Stay on top of the latest events in US politics with the FT’s trusted and impartial coverage."
08.04.25,https://www.cbsnews.com/live/cbsnews-3/?intcid=CNM-00-10abd1h,"Be the first to know

Get browser notifications for breaking news, live events, and exclusive reporting.

Not Now

Turn On"
08.04.25,https://www.cbsnews.com/newyork/news/donald-trump-new-york-fraud-debt-500-million/?intcid=CNM-00-10abd1h,"President Trump's debt to New York from a civil fraud judgment passed $500 million on Tuesday, as interest continues to accrue while he appeals.

The figure has been growing ever since a lengthy civil fraud trial ended with Mr. Trump, two of his sons and a former Trump Organization executive ordered to pay back $364 million in disgorgement for ""ill-gotten gains"" and $100 million more in interest dating back years.

They appealed the February 2024 judgment but interest has continued to build, at a rate of more than $114,000 per day. The total for all defendants hit $500 million on Dec. 29.

That figure is now nearly $512 million, and Mr. Trump's personal share — 98% of the total judgment — was at $500,070,167.42 on Tuesday morning, according to a spokesperson for New York Attorney General Letitia James, who brought the case against Trump and others.

James's office has said the judgement reflects the size of Mr. Trump's profits from fraud. The defendants were accused of a multi-year scheme to cheat banks and insurers by inflating property valuations and estimates of Mr. Trump's wealth.

James declined to comment Tuesday. Attorneys for Mr. Trump did not reply to requests for comment.

Judge Arthur Engoron said evidence proved ""over and over again"" that the defendants provided ""blatantly false financial data"" to Mr. Trump's business partners. Engoron concluded that the scheme allowed Mr. Trump and his company to gain massive windfalls through deal terms that they wouldn't have otherwise gotten.

Mr. Trump blamed his employees and others during several hours of testimony in November 2023. Trump said on the stand that his company ""underestimated"" the value of his properties, because the value of his brand was not being factored into the estimates at the heart of the case.

He claimed the case was brought in order to tarnish his reputation.

Soon after the judgment, Trump and his co-defendants brought the case to New York's Appellate Division, First Department. In September, at least two of five justices on the appeals panel appeared skeptical of the size of the judgment. One called it ""immense"" and ""troubling.""

Nearly six months later, the court has yet to rule, and the debt continues to grow."
08.04.25,https://www.cbsnews.com/news/trump-ryan-routh-assassin-weapon-plane/?intcid=CNM-00-10abd1h,"Federal prosecutors say Ryan Routh, the man accused of trying to assassinate President Trump as he golfed last September during the 2024 campaign, also attempted to acquire an anti-aircraft weapon to shoot down Mr. Trump's plane.

In a filing Monday, the government said that in August, ""Routh sought to purchase the devices online from an associate Routh believed to be a Ukrainian with access to military weapons.""

Routh allegedly told an associate to ""'send me an rpg [rocket propelled grenade] or stinger and I will see what we can do,'"" according to the court document.

""I need equipment so that Trump cannot get elected,"" Routh told his associate.

The government said Routh also sought to purchase a .50 caliber rifle the same month, and this rifle would have been an even more destructive and powerful version of the one he had already allegedly obtained. Prosecutors said Routh hoped to purchase the .50 caliber rifle at a gun show, but his contact was ultimately not able to locate the type of gun Routh wanted until after the assassination attempt at the golf course.

Routh is suspected of hiding in some bushes with a gun near Trump International, about 300-500 yards away from Mr. Trump, who was then the Republican presidential nominee, while he was playing golf in West Palm Beach in September 2024. A member of Mr. Trump's Secret Service detail spotted his rifle in the tree line and opened fire at the suspect, who didn't fire back. He fled by car, and Routh was detained about 50 miles north of the golf course.

According to the Secret Service, Routh did not have a line of sight to Trump, who was playing a few holes away from where Routh was allegedly located.

In a court filing over the weekend, Routh's attorneys asked a judge to suppress statements from the eyewitness who identified him to police as the suspect at Mr. Trump's Florida golf course. Prosecutors say Routh had plotted to kill Mr. Trump for weeks beforehand.

Law enforcement said the eyewitness statement was critical to finding and then charging Routh.

Routh's defense alleged police induced or were ""impermissibly suggestive"" when questioning the witness, who was allegedly shown a single photograph of Routh taken after he was detained.

Routh's legal team claimed police created a situation in which an ""irreparable misidentification"" would occur and asked a judge to exclude the witness identification of Routh from the trial, which is scheduled to begin Sept. 8, 2025. The defense argued that the testimony would be ""constitutionally inadmissible"" in court."
08.04.25,https://www.cbsnews.com/miami/news/stock-market-today-dow-jones-sp-500-tariffs-04-08-25/?intcid=CNM-00-10abd1h,"Stocks shed their gains in the afternoon after an earlier rebound on Tuesday, with the Dow Jones Industrial Average falling 0.8% after the Trump administration said it will impose a 104% tariff on China beginning at 12:01 a.m. EDT Wednesday.

Tuesday's losses add to the three-day sell-off that has wiped out trillions in market value amid anxieties about the economic impact of President Trump's wide-ranging reciprocal tariffs.

The Dow Jones Industrial Average sank 320 points, or 0.84%, to close at 37,645.59. The S&P 500 dropped 1.6%, while the tech-heavy Nasdaq Composite index tumbled 2.2%.

What caused the selloff

The sell-off began on April 3, the day after Mr. Trump unveiled tariffs on imports from almost every nation, on top of a number of previously announced import duties targeting the auto, steel and aluminum industries, among others. Wall Street economists say the tariffs are likely to drive up inflation because they'll largely be passed onto consumers in the form of higher prices, which could stall U.S. economic growth and increase the risk of a recession.

But stocks rebounded early Tuesday, with some investors holding out hope that the tariffs could be pared back, with that optimism bolstered on Tuesday morning by Treasury Secretary Scott Bessent, who told CNBC that the Trump administration is negotiating tariffs with a number of countries.

""I think we can end up with some good deals,"" Bessent said. ""And I actually think, as I said that over the weekend, President Trump has maximum negotiating leverage right here, right now, and I think it would be a mistake for anyone to think otherwise.""

Yet that optimism gave way to afternoon losses after White House spokeswoman Karoline Leavitt said the White House will begin collecting steep levies on imported goods from China starting on Wednesday.

CBS News 24/7 is answering your questions about tariffs in a special airing on Wednesday at 6 p.m. ET. Download the CBS News app on your phone or connected TV to watch it live.

The 104% tariff rate is the result of an escalation in Mr. Trump's trade war, with the president on Monday threatening to slap an additional 50% tariff on imports from China after the nation said it would impose a 34% import fee on American products.

China's retaliatory move came after Mr. Trump said China would face a 34% tariff on all goods imported to the U.S., a rate tailored specifically to China.

""The tariff overhang isn't going away, even if some of the reciprocal numbers from the April 2 chart wind up getting trimmed a bit, and the huge disruptions to global trade will have a substantially negative effect on growth (especially since they hit at a time when the economy was already slowing), while pushing inflation higher,"" said Adam Crisafulli of Vital Knowledge in a research note.

Buying the dip

The rebound earlier in the day was partly due to investors seeking to buy stocks after they'd been knocked down, seizing the opportunity to buy shares at lower costs, some analysts noted. But the tariffs still remain in place, threatening the long-term growth of U.S. businesses, they added.

Corporate earnings season kicks off this week with Delta Air Lines reporting on Wednesday and major U.S. banks offering up their latest results on Friday. The airline sector, which had been forecasting a strong 2025, has been one of the hardest hit during Trump's tariff rollout.

Banks report their latest quarterly earnings on Friday, but most of the attention likely will be on their forecasts amid the rising global trade tensions ignited by Trump's tariffs.

On Thursday, the government posts its latest inflation data, which could play into the Federal Reserve's next interest rate decision. Many economists have raised their odds of a U.S. recession because of the tariffs and suggest the Fed may have to step in and cut rates to help spur economic growth.

contributed to this report."
08.04.25,https://www.cbsnews.com/pittsburgh/news/trump-executive-order-coal/?intcid=CNM-00-10abd1h,"President Trump signed four executive actions on Tuesday aimed at reversing policies that transitioned the country away from coal production and aimed at boosting America's ""beautiful clean coal industry,"" as the White House put it.

The actions are meant to help the U.S. achieve affordable and reliable energy by ""slashing unnecessary regulations,"" Mr. Trump said. The president said he's using the Defense Production Act to ""turbocharge"" coal mining in America. Mr. Trump also said his administration is working through the legalities of making it harder for companies to shut down coal plants.

""Today, we're taking historic action to help American workers, miners, families and consumers,"" Mr. Trump said in the White House East Room, flanked by men in coal mining uniforms and hard hats. ""We're ending Joe Biden's war on beautiful, clean coal once and for all. And it wasn't just Biden, it was Obama, and there were others. But we're doing the exact opposite. And all those plants that have been closed are going to be opened.""

President Donald Trump speaks during an executive order signing event in the East Room of the White House, Tuesday, April 8, 2025, in Washington. Alex Brandon / AP

Mr. Trump has had a long affinity for coal, as previous Democratic administrations and many developed nations have worked to move away from the fossil fuel toward renewable resources. The term ""clean coal"" typically refers to processes designed to reduce emissions from coal-fired power plants, but environmental groups say any coal combustion is harmful.

The president's move Tuesday defines coal as a ""mineral,"" which the administration says will give it more leeway on its use. The government has traditionally classified it as a nonrenewable fossil fuel. One of the executive orders directs agencies to lift barriers to coal mining on federal lands and prioritize coal leasing, formally ending an Obama-era moratorium against coal leasing on federal land. The president also directed federal agencies to rescind any policies transitioning the country away from coal production.

Another executive order the president signed Tuesday is meant to promote grid reliability, including by using fossil fuels. And yet another executive order Mr. Trump signed Tuesday directs the Justice Department to investigate states that are discriminating against coal.

""For years, people would just bemoan this industry and decimate the industry for absolutely no reason, because with modern technology and all of the other things that we do, it's one of the great, great forms of energy,"" Mr. Trump said Tuesday.

Mr. Trump has expressed a desire to harness U.S. coal, along with oil, natural gas and nuclear power, and this executive order is one of a number of actions he has taken to reverse Obama and Biden administration energy policies. The president has also withdrawn the U.S. from the Paris climate agreement, and declared a national emergency on energy, and he ended predecessor Joe Biden's efforts to encourage widespread EV adoption.

The president said coal miners want to mine coal, not work in high-tech jobs or other fields.

""You could give 'em a penthouse on Fifth Avenue and a different kind of job, and they'd be unhappy,"" Mr. Trump said, with the miners behind him. ""They want to mine coal. That's what they love to do.""

But despite Mr. Trump's emphasis on coal in his first term, coal production decreased slightly between 2016 before he took office and 2020, his final full year in office, according to the U.S. Energy Information Administration. And, in keeping with a trend in declining coal employment, there were fewer Americans working in the coal industry in January 2020 ahead of the COVID-19 pandemic than there were in January 2017 when he took office, according to the U.S. Bureau of Labor Statistics.

No new coal plant has come online since 2013, during the Obama years, and the average age of the current fleet is 53 years old. Currently, coal makes up about 16% of the electricity mix in the U.S., down from 50% two decades ago.

As of this year, only about 41,000 Americans work in the coal industry. By comparison, solar energy employed nearly 280,000 Americans in 2023, according to the National Solar Job Census.

Environmental groups suggested Mr. Trump's executive order to reinvigorate coal will be a step backward.

""What's next, a mandate that Americans must commute by horse and buggy?"" Kit Kennedy, managing director for power at the National Resources Defense Council, said in a statement.

""Trump's coal orders take his worship of dirty fossil fuels to a gross and disturbingly reckless new level,"" said Jason Rylander of the Center for Biological Diversity's Climate Law Institute. ""Forcing old coal plants to keep spewing pollution into our air and water means more cancer, more asthma and more premature deaths.""

and contributed to this report."
08.04.25,https://www.cbsnews.com/colorado/news/china-trump-tariffs-trade-war-beijing-says-it-will-fight-to-the-end-us-bullying/?intcid=CNM-00-10abd1h,"Beijing — China said Tuesday it would ""fight to the end"" and take countermeasures against the United States to safeguard its own interests after President Trump threatened an additional 50% tariff on Chinese imports. The Commerce Ministry said the U.S.'s imposition of ""so-called 'reciprocal tariffs'"" on China was ""completely groundless and is a typical unilateral bullying practice.""

China, the world's second-largest economy, has imposed retaliatory tariffs and the ministry hinted in its latest statement that more may be coming.

""The countermeasures China has taken are aimed at safeguarding its sovereignty, security and development interests, and maintaining the normal international trade order. They are completely legitimate,"" the ministry said. ""The U.S. threat to escalate tariffs on China is a mistake on top of a mistake and once again exposes the blackmailing nature of the U.S. China will never accept this. If the U.S. insists on its own way, China will fight to the end.""

CBS News 24/7 is answering your questions about tariffs in a special airing on Wednesday at 6 p.m. ET. Download the CBS News app on your phone or connected TV to watch it live.

Mr. Trump's threat Monday of additional tariffs on China raised fresh concerns that his drive to rebalance the global economy could intensify a financially destructive trade war. Stock markets from Tokyo to New York have become more unstable as the tariff war worsens and economists have warned that the odds of a global recession are rising fast.

Mr. Trump's threat came after China said it would retaliate against U.S. tariffs he announced last week.

""If China does not withdraw its 34% increase above their already long term trading abuses by tomorrow, April 8th, 2025, the United States will impose ADDITIONAL Tariffs on China of 50%, effective April 9th,"" the president wrote on his own Truth Social platform. ""Additionally, all talks with China concerning their requested meetings with us will be terminated!""

If Mr. Trump implements his new tariffs on Chinese products, U.S. tariffs on Chinese goods would reach a combined 104%. The new taxes would be on top of the 20% tariffs announced as punishment for fentanyl trafficking and his separate 34% tariffs announced last week. Not only could that increase prices for American consumers, it could also give China an incentive to flood other countries with cheaper goods and seek deeper relationships with other trading partners, particularly the European Union.

European Union Commission President Ursula von der Leyen called on China to negotiate with the EU to come up with solutions to the global challenges presented by the sweeping U.S. tariffs.

During a phone call with Chinese Prime Minister Li Qiang on Tuesday, Von der Leyen ""stressed the responsibility of Europe and China, as two of world's largest markets, to support a strong reformed trading system, free, fair and founded on a level playing field,"" according to a statement from her office.

The statement said the leaders had discussed establishing a mechanism to track any diversions of goods caused by the U.S. levies on trade, amid concern in Europe that China could try to divert cheap exports that had been destined for the U.S. to the EU market. Such diversions could amount to what is called ""dumping"" in international trade, a practice that can saturate a market with underpriced goods at the expense of domestic producers and sellers.

On the streets of Beijing, people said they found it hard to keep track of all the announcements, but expressed belief in their country's ability to weather the storm.

""Trump says one thing today and another tomorrow. Anyway, he just wants benefits, so he can say whatever he wants,"" said Wu Qi, 37, who works in construction.

""I'm not really worried,"" Wu said. ""Our country is not afraid. Of course, I think the goal should be to minimize harm to ordinary people.""

China still has a range of options to strike back at Washington, experts say, including suspending cooperation on combating fentanyl, placing higher quotas on agricultural products and going after the U.S. trade in services in China, such as finance and law firms.

U.S. total goods trade with China was worth an estimated $582 billion in 2024, making it the top trader in goods with the U.S. The 2024 U.S. deficit with China in goods and services trade was between $263 billion and $295 billion."
08.04.25,https://www.foxnews.com/category/person/donald-trump,
08.04.25,https://www.foxnews.com/video/6370975230112,
08.04.25,https://www.foxnews.com/category/politics/elections/presidential/trump-transition,
08.04.25,https://www.foxnews.com/health/ivanka-trumps-jiu-jitsu-practice-benefits-whole-family-celebrity-trainers-reveal,
08.04.25,https://www.foxnews.com/video/6371098386112,
08.04.25,https://www.foxnews.com/politics/supreme-court-grants-trump-request-lift-stay-halting-venezuelan-deportations,
07.04.25,https://www.bbc.co.uk/news/topics/cp7r8vgl2lgt,The influencers who want the world to have more babies - and say the White House is on their side
07.04.25,https://www.bbc.co.uk/news/live/cp8vyy35g3mt,"Asia markets extend losses

Peter Hoskins

Business reporter, Singapore

Let's take a look at how Asia-Pacific stock markets are trading in the wake of the Trump's global tariffs coming into full effect.

Major indexes across the region had opened lower earlier today. After the tariffs kicked in around midday in Asia, they then extended their losses.

That's despite several announcements by countries of measures to support investors and businesses.

One notable exception is the Shanghai exchange, which opened a little higher and is still on a lunch break that started before the new levies kicked in.

Nikkei 225 (Japan) -4.3%

Kospi (South Korea) -1.4%

Shanghai Composite (China) +0.2%

Hang Seng (Hong Kong) -1.5%

Taiex (Taiwan) -6.2%

ASX 200 (Australia) -1.7%"
07.04.25,https://www.bbc.co.uk/news/articles/c1jxrnl9xe2o,"On 2 April US President Donald Trump announced a sweeping set of tariffs arguing that they would allow the United States to economically flourish.

These new import taxes, which Trump imposed via executive order, have sent shockwaves through global markets as they kicked in this week.

But the US president believes they are necessary to address trading imbalances and to protect American jobs and manufacturing.

Here are the basic elements of the plan."
07.04.25,https://www.bbc.co.uk/news/articles/c87p12wpgjpo,"US President Donald Trump is ripping up the rulebook on trade that has been in place for more than 50 years.

His latest round of sweeping tariffs, which came into force shortly after midnight on Wednesday, hits goods from some of America's biggest trading partners including China and the European Union with dramatic hikes in import duties.

The president and his allies say the measures are necessary to restore America's manufacturing base, which they view as essential to national security.

But it remains a potentially seismic action, affecting more than $2tn worth of imports, which will push the overall effective tariff rate in the US to the highest level in more than a century."
07.04.25,https://www.bbc.co.uk/news/articles/cdrgx4ky1xxo,"Responding to the comments on Tuesday, Musk posted a link to a 2023 article by car valuation firm Kelley Blue Book, which cited Cars.com findings that Tesla vehicles had the most parts produced in the US.

""By any definition whatsoever, Tesla is the most vertically integrated auto manufacturer in America with the highest percentage of US content,"" Musk wrote in a follow-up post, external.

Technology industry analyst Dan Ives said the company was less exposed to tariffs than other US car makers such as GM, Ford, and Stellantis.

But he too claimed the company sourced the majority of its parts from outside the US, particularly China.

""The tariffs in their current form will disrupt Tesla, the overall supply chain, and its global footprint which has been a clear advantage over the years vs. rising competitors like BYD,"" he said.

Jeffrey Sonnenfeld, a dean and professor at the Yale School of Management who hosted a gathering of business executives in Washington last month, said Musk was articulating what many American CEOs think but are reluctant to say publicly about Trump's trade policies.

""Seventy-nine percent of them said they're embarrassed in front of international partners, and 89 percent said this is needlessly taking us into a recession and a misguided economic policy,"" Mr Sonnenfeld told the BBC, referring to a survey taken at the event he hosted.

Even before the row with Navarro, Musk had hinted at his dissatisfaction with the tariff policy.

On Monday, he posted a video of the economist Milton Friedman, a noted opponent of tariffs, in which he extolls the values of the free market.

Trump's tariffs have caused stock market falls around the world, as investors calculate it will result in firms making smaller profits.

Musk said in an X post on 27 March that even his company would not be immune from tariff disruption.

Another Trump backer, the billionaire fund manager Bill Ackman, has called for a pause on the tariffs to stave off what he called ""major global economic disruption"".

In a post on X, he said the current plans would do ""unnecessary harm.""

Navarro is considered an ultra-Trump loyalist and was jailed for ignoring a subpoena from a House committee investigating alleged efforts to overturn the 2020 election.

He is thought to be one of the main architects of Trump's tariff policy."
07.04.25,https://www.bbc.co.uk/news/articles/cd7vejvjwp0o,"In his first few weeks back in the Oval Office, US President Donald Trump made several extraordinary decisions on foreign policy.

He threatened to annex Greenland, announced plans to ""take over"" Gaza, and started to remove the US from the World Health Organization (WHO) and the UN Paris climate agreement. He has also shuttered the US Agency for International Development (USAID), the government's main overseas aid agency.

Many of these moves are not very popular with ordinary Americans, according to a recent survey by the Pew Research Centre. It surveyed 3,605 US adults in late March - just before Trump imposed sweeping trade tariffs on countries around the world.

Here are four takeaways from the Pew research."
07.04.25,https://www.politico.com/news/2025/04/08/lobbyists-tariffs-white-house-trump-confusion-00007327,
07.04.25,https://www.politico.com/news/2025/04/08/trump-says-major-pharmaceutical-tariffs-on-the-way-00280287,
07.04.25,https://www.politico.com/news/2025/04/08/musk-navarro-fighting-00277994,
07.04.25,https://www.politico.com/news/2025/04/07/trump-politics-tariffs-backlash-republicans-00007065,
07.04.25,https://www.politico.com/news/2025/04/08/irs-losing-third-chief-this-year-amid-agency-turbulence-00280180,
07.04.25,https://www.politico.com/news/2025/04/08/trump-tariffs-trade-deals-032185,
06.04.25,https://www.nytimes.com/2024/11/06/us/elections/donald-trump-supporters.html?searchResultPosition=1,"We were standing inside a barn when she said this. Mr. Trump was a few yards away, sitting at a big wooden table. Behind him were stacked bales of hay and a John Deere tractor. He led a discussion about seed cost and fertilizer and shale and animal feed. Farmers nodded along as he reminded them how expensive everything had become because of inflation. “I feel very comfortable with the farmers,” he said. And they felt very comfortable with him.

The bond with Mr. Trump deepened for many people after the assassination attempt in Butler, Pa., in July. Mark Zuckerberg, a co-founder of Facebook, said that the way Mr. Trump had popped back up and yelled “Fight!” was “one of the most badass things” he had ever seen — and many people seemed to agree. It was an interesting inversion: Before that point, Mr. Trump had only ever played a tough guy on television, palling around with wrestlers and practicing his Clint Eastwood squint. Now he had behaved in an undeniably tough way on TV. People across the country began to regard him as a cross between Rambo and John Gotti. They posted memes and wore T-shirts that showed his mug shot or his bloodied face. Americans love their antiheroes and action movies. The campaign embraced the “badass” aesthetic. When Mr. Trump returned to Butler in early October, there were military veterans jumping out of airplanes, parachuting into the rally while AC/DC blasted from the speakers.

But beyond the merchandise and the high-octane stunts, the shooting provided Mr. Trump a new way to connect with certain people on a spiritual level. Until that point, some religious types had embraced Mr. Trump with reluctance, seeing him as an imperfect vessel at best. Now there were some who saw evidence of the divine in his survival — the way he had just happened to turn his head at the last moment, dodging a literal bullet. A school bus driver told me in Butler that she was now “1,000 percent” sure that Mr. Trump had been chosen by God to vanquish evil and that his victory was preordained. It was an idea I heard over and over in the crowd. Again, Mr. Trump leaned in. He began communicating in new ways. On social media, he posted images of St. Michael the Archangel battling demons. He talked a lot about blood, and made curiously pious gestures, like when he slowly bent his head onstage at the Republican convention to kiss the helmet of a volunteer firefighter who had been killed in Butler. Religious scholars and experts in Christian martyrdom told me they were surprised at the newly sophisticated ways in which Mr. Trump was deploying Christian iconography. He had come a long way from writing “HAPPY GOOD FRIDAY TO ALL!” on social media in 2020 and talking about “Two Corinthians” a few years before that.

A ‘horrible city’

Mr. Trump’s rally in the lakeside town of Racine, Wis., in June seemed as though it had the potential to be awkward. Earlier that day, it had been reported that, during a closed-door meeting with congressional Republicans, he had called Milwaukee a “horrible city.” Much was made of this, given that the Republican National Convention would soon be held in Milwaukee. But what was treated as an embarrassing moment by the news media and his adversaries didn’t register with anyone I spoke to at the rally that day. Nobody was offended or surprised that he had referred to their metro area that way. They agreed with him about the state of things. They figured he was out to make it better. The uproar around his remark only amused them. There was often a split screen between the way the news media interpreted the things Mr. Trump said and how his voters heard them. (In October, I was in Detroit, listening to him trash Detroit. This became the subject of that day’s headlines. He would go on to flip Michigan.)"
